experience_level,employment_type,job_title,salary,company_location,company_size,Enterprise_size
EN,FT,Data Engineer,135000,US,M,Medium_enterprise
EN,FT,Data Science Consultant,23000,IT,M,Medium_enterprise
SE,FT,Data Engineer,216000,US,M,Medium_enterprise
SE,FT,Data Engineer,144000,US,M,Medium_enterprise
EN,FT,Data Engineer,85000,US,M,Medium_enterprise
EN,FT,Data Engineer,65000,US,M,Medium_enterprise
SE,FT,Data Analyst,149000,US,M,Medium_enterprise
SE,FT,Data Analyst,119000,US,M,Medium_enterprise
SE,FT,Data Scientist,140000,US,M,Medium_enterprise
SE,FT,Data Scientist,120000,US,M,Medium_enterprise
MI,FT,Data Scientist,150000,US,M,Medium_enterprise
MI,FT,Data Scientist,110000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,246000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,201000,US,M,Medium_enterprise
SE,FT,Data Scientist,190000,US,M,Medium_enterprise
SE,FT,Data Scientist,155000,US,M,Medium_enterprise
SE,FT,ML Engineer,235000,US,M,Medium_enterprise
SE,FT,ML Engineer,185000,US,M,Medium_enterprise
SE,FT,Cloud Database Engineer,190000,US,M,Medium_enterprise
SE,FT,Cloud Database Engineer,160000,US,M,Medium_enterprise
EN,FT,Product Data Analyst,100000,US,M,Medium_enterprise
MI,FT,Data Engineer,130000,US,M,Medium_enterprise
MI,FT,Data Engineer,115000,US,M,Medium_enterprise
MI,FT,Data Scientist,75000,GB,M,Medium_enterprise
MI,FT,Data Scientist,55000,GB,M,Medium_enterprise
MI,FT,Data Engineer,105000,US,M,Medium_enterprise
MI,FT,Data Engineer,70000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,204500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,142200,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,192000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,164000,US,M,Medium_enterprise
SE,FT,Data Engineer,185900,US,M,Medium_enterprise
SE,FT,Data Engineer,129300,US,M,Medium_enterprise
SE,FT,Data Engineer,130000,US,M,Medium_enterprise
SE,FT,Data Engineer,75000,US,M,Medium_enterprise
SE,FT,Data Science Manager,175000,US,M,Medium_enterprise
SE,FT,Data Science Manager,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,167500,US,M,Medium_enterprise
SE,FT,Data Engineer,106500,US,M,Medium_enterprise
MI,FT,Data Analyst,75000,US,M,Medium_enterprise
MI,FT,Data Analyst,60000,US,M,Medium_enterprise
SE,FT,Applied Scientist,184000,US,M,Medium_enterprise
SE,FT,Applied Scientist,142000,US,M,Medium_enterprise
MI,FT,Data Scientist,145000,US,M,Medium_enterprise
MI,FT,Data Scientist,100000,US,M,Medium_enterprise
EN,FT,Machine Learning Software Engineer,10000,MA,S,Small_enterprise
MI,FT,Data Scientist,2500000,US,M,Medium_enterprise
MI,FT,NLP Engineer,198000,PL,S,Small_enterprise
SE,FT,Data Engineer,175000,US,M,Medium_enterprise
SE,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,175000,US,M,Medium_enterprise
SE,FT,Data Engineer,120000,US,M,Medium_enterprise
EX,FT,Data Engineer,200000,US,M,Medium_enterprise
EX,FT,Data Engineer,145000,US,M,Medium_enterprise
MI,FT,Data Engineer,75000,GB,M,Medium_enterprise
MI,FT,Data Engineer,60000,GB,M,Medium_enterprise
SE,FT,Data Engineer,145000,US,M,Medium_enterprise
SE,FT,Data Engineer,100000,US,M,Medium_enterprise
SE,FT,Applied Scientist,192000,US,M,Medium_enterprise
SE,FT,Applied Scientist,164000,US,M,Medium_enterprise
EX,FT,Data Engineer,310000,US,M,Medium_enterprise
EX,FT,Data Engineer,239000,US,M,Medium_enterprise
SE,FT,Data Analyst,120000,US,M,Medium_enterprise
SE,FT,Data Analyst,95000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,145000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,135000,US,M,Medium_enterprise
SE,FT,Data Engineer,100000,US,M,Medium_enterprise
SE,FT,Data Engineer,78000,US,M,Medium_enterprise
SE,FT,Data Engineer,70000,ES,M,Medium_enterprise
SE,FT,Data Engineer,35000,ES,M,Medium_enterprise
MI,FT,Data Engineer,160000,US,M,Medium_enterprise
MI,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Scientist,190000,US,M,Medium_enterprise
SE,FT,Data Scientist,150000,US,M,Medium_enterprise
MI,FT,Data Engineer,2800000,IN,L,Large_enterprise
SE,FT,AI Scientist,125000,CO,L,Large_enterprise
SE,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,95000,US,M,Medium_enterprise
MI,FT,Data Analyst,150000,US,M,Medium_enterprise
MI,FT,Data Analyst,100000,US,M,Medium_enterprise
SE,FT,Data Scientist,45000,ES,M,Medium_enterprise
SE,FT,Data Scientist,36000,ES,M,Medium_enterprise
SE,FT,Data Analyst,115934,US,M,Medium_enterprise
SE,FT,Data Analyst,81666,US,M,Medium_enterprise
SE,FT,Data Scientist,175000,US,M,Medium_enterprise
SE,FT,Data Scientist,140000,US,M,Medium_enterprise
SE,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,95000,US,M,Medium_enterprise
SE,FT,Research Engineer,249500,US,M,Medium_enterprise
SE,FT,Research Engineer,149850,US,M,Medium_enterprise
MI,FT,Analytics Engineer,122500,US,M,Medium_enterprise
MI,FT,Analytics Engineer,100000,US,M,Medium_enterprise
SE,FT,Data Scientist,249500,US,M,Medium_enterprise
SE,FT,Data Scientist,149850,US,M,Medium_enterprise
EN,FT,Data Analyst,55000,US,M,Medium_enterprise
EN,FT,Data Analyst,48000,US,M,Medium_enterprise
SE,FT,Research Scientist,249500,US,M,Medium_enterprise
SE,FT,Research Scientist,149850,US,M,Medium_enterprise
MI,FT,Computer Vision Engineer,56000,FR,S,Small_enterprise
SE,FT,Data Engineer,190000,US,M,Medium_enterprise
SE,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Analyst,127000,US,M,Medium_enterprise
SE,FT,Data Analyst,104000,US,M,Medium_enterprise
SE,FT,Data Scientist,210000,US,M,Medium_enterprise
SE,FT,Data Scientist,150000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,210000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,150000,US,M,Medium_enterprise
SE,FT,Data Engineer,210000,US,M,Medium_enterprise
SE,FT,Data Engineer,130000,US,M,Medium_enterprise
SE,FT,Data Scientist,182750,US,M,Medium_enterprise
SE,FT,Data Scientist,161500,US,M,Medium_enterprise
MI,FT,Data Analyst,102640,US,M,Medium_enterprise
MI,FT,Data Analyst,66100,US,M,Medium_enterprise
SE,FT,Research Scientist,210000,US,M,Medium_enterprise
SE,FT,Research Scientist,150000,US,M,Medium_enterprise
SE,FT,Data Engineer,198800,US,M,Medium_enterprise
SE,FT,Data Engineer,122600,US,M,Medium_enterprise
MI,FT,Data Engineer,130000,US,M,Medium_enterprise
MI,FT,Data Engineer,80000,US,M,Medium_enterprise
SE,FT,Data Scientist,136000,US,M,Medium_enterprise
SE,FT,Data Scientist,104000,US,M,Medium_enterprise
SE,FT,Data Analyst,150000,US,M,Medium_enterprise
SE,FT,Data Analyst,100000,US,M,Medium_enterprise
EN,FT,Data Engineer,160000,US,M,Medium_enterprise
EN,FT,Data Engineer,135000,US,M,Medium_enterprise
SE,FT,Data Engineer,216000,US,M,Medium_enterprise
SE,FT,Data Engineer,144000,US,M,Medium_enterprise
EX,FT,Data Scientist,159000,US,M,Medium_enterprise
EX,FT,Data Scientist,130000,US,M,Medium_enterprise
SE,FT,Data Analyst,115934,US,M,Medium_enterprise
SE,FT,Data Analyst,81666,US,M,Medium_enterprise
SE,FT,Data Engineer,215000,US,M,Medium_enterprise
SE,FT,Data Engineer,150000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,246000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,201000,US,M,Medium_enterprise
MI,FT,Data Engineer,187000,US,M,Medium_enterprise
MI,FT,Data Engineer,153000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,255000,MX,M,Medium_enterprise
SE,FT,Machine Learning Engineer,185000,MX,M,Medium_enterprise
MI,FT,Data Analyst,350000,GB,M,Medium_enterprise
MI,FT,Data Analyst,45000,GB,M,Medium_enterprise
SE,FT,Data Analyst,48000,ES,M,Medium_enterprise
SE,FT,Data Analyst,38000,ES,M,Medium_enterprise
SE,FT,Data Analyst,169000,US,M,Medium_enterprise
SE,FT,Data Analyst,110600,US,M,Medium_enterprise
EN,FT,BI Data Analyst,58000,DE,L,Large_enterprise
SE,FT,BI Developer,140000,US,M,Medium_enterprise
SE,FT,BI Developer,120000,US,M,Medium_enterprise
MI,FT,Data Analyst,75000,US,M,Medium_enterprise
MI,FT,Data Analyst,60000,US,M,Medium_enterprise
SE,FT,3D Computer Vision Researcher,10000,AL,S,Small_enterprise
EN,FT,Data Analyst,50000,US,L,Large_enterprise
MI,FT,MLOps Engineer,134000,US,M,Medium_enterprise
MI,FT,MLOps Engineer,124000,US,M,Medium_enterprise
SE,FT,Data Analyst,166700,US,M,Medium_enterprise
SE,FT,Data Analyst,119000,US,M,Medium_enterprise
EN,FT,Data Scientist,124234,US,M,Medium_enterprise
EN,FT,Data Scientist,74540,US,M,Medium_enterprise
MI,FT,Data Analyst,100000,US,M,Medium_enterprise
MI,FT,Data Analyst,65000,US,M,Medium_enterprise
MI,FT,Data Analyst,1250000,IN,L,Large_enterprise
EN,FT,AI Scientist,200000,CA,L,Large_enterprise
EN,FT,Machine Learning Engineer,12000,AR,L,Large_enterprise
SE,FT,Data Engineer,220000,US,M,Medium_enterprise
SE,FT,Data Engineer,146000,US,M,Medium_enterprise
SE,FT,Data Engineer,65000,ES,M,Medium_enterprise
SE,FT,Data Engineer,35000,ES,M,Medium_enterprise
SE,FT,Data Specialist,110000,US,M,Medium_enterprise
SE,FT,Data Specialist,70000,US,M,Medium_enterprise
EN,FT,Data Analyst,50000,US,L,Large_enterprise
SE,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,95000,US,M,Medium_enterprise
MI,FT,Data Analyst,150000,US,M,Medium_enterprise
MI,FT,Data Analyst,100000,US,M,Medium_enterprise
SE,FT,Data Scientist,45000,ES,M,Medium_enterprise
SE,FT,Data Scientist,36000,ES,M,Medium_enterprise
SE,FT,Data Architect,190000,US,M,Medium_enterprise
SE,FT,Data Architect,135000,US,M,Medium_enterprise
SE,FT,Data Scientist,128000,US,M,Medium_enterprise
SE,FT,Data Scientist,81500,US,M,Medium_enterprise
SE,FT,Data Scientist,173000,US,M,Medium_enterprise
SE,FT,Data Scientist,110000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,192000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Analyst,115934,US,M,Medium_enterprise
SE,FT,Data Analyst,81666,US,M,Medium_enterprise
SE,FT,Data Analyst,120000,US,M,Medium_enterprise
SE,FT,Data Analyst,95000,US,M,Medium_enterprise
SE,FT,Principal Machine Learning Engineer,190000,US,L,Large_enterprise
SE,FT,Data Engineer,194000,US,M,Medium_enterprise
SE,FT,Data Engineer,129400,US,M,Medium_enterprise
SE,FT,Data Analyst,201000,US,M,Medium_enterprise
SE,FT,Data Analyst,89200,US,M,Medium_enterprise
SE,FT,Data Scientist,165000,US,M,Medium_enterprise
SE,FT,Data Scientist,125000,US,M,Medium_enterprise
SE,FT,Applied Scientist,230000,US,M,Medium_enterprise
SE,FT,Applied Scientist,196000,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,130000,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,90000,US,M,Medium_enterprise
MI,FT,Machine Learning Researcher,150000,US,M,Medium_enterprise
MI,FT,Machine Learning Researcher,100000,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,230000,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,150000,US,M,Medium_enterprise
SE,FT,Data Engineer,153600,US,M,Medium_enterprise
SE,FT,Data Engineer,106800,US,M,Medium_enterprise
MI,FT,Machine Learning Researcher,130000,US,M,Medium_enterprise
MI,FT,Machine Learning Researcher,100000,US,M,Medium_enterprise
SE,FT,Data Engineer,216000,US,M,Medium_enterprise
SE,FT,Data Engineer,144000,US,M,Medium_enterprise
MI,FT,Data Scientist,180000,US,M,Medium_enterprise
MI,FT,Data Scientist,120000,US,M,Medium_enterprise
EN,FT,Data Engineer,160000,US,M,Medium_enterprise
EN,FT,Data Engineer,135000,US,M,Medium_enterprise
SE,FT,Data Analyst,192500,US,M,Medium_enterprise
SE,FT,Data Analyst,140000,US,M,Medium_enterprise
SE,FT,Data Engineer,152500,US,M,Medium_enterprise
SE,FT,Data Engineer,130000,US,M,Medium_enterprise
SE,FT,Data Analyst,65000,US,M,Medium_enterprise
SE,FT,Data Analyst,55000,US,M,Medium_enterprise
SE,FT,Data Engineer,178750,US,M,Medium_enterprise
SE,FT,Data Engineer,160000,US,M,Medium_enterprise
MI,FT,Data Scientist,60000,FR,M,Medium_enterprise
MI,FT,Data Scientist,50000,FR,M,Medium_enterprise
MI,FT,Machine Learning Scientist,165000,US,M,Medium_enterprise
MI,FT,Machine Learning Scientist,135000,US,M,Medium_enterprise
SE,FT,Analytics Engineer,170000,US,M,Medium_enterprise
SE,FT,Analytics Engineer,125000,US,M,Medium_enterprise
SE,FT,Data Engineer,105000,US,M,Medium_enterprise
SE,FT,Data Engineer,70000,US,M,Medium_enterprise
SE,FT,Data Scientist,130000,US,M,Medium_enterprise
SE,FT,Data Scientist,95000,US,M,Medium_enterprise
SE,FT,Data Scientist,203500,US,M,Medium_enterprise
SE,FT,Data Scientist,152000,US,M,Medium_enterprise
SE,FT,Data Engineer,197430,US,M,Medium_enterprise
SE,FT,Data Engineer,134760,US,M,Medium_enterprise
MI,FT,Data Scientist,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,197000,US,M,Medium_enterprise
SE,FT,Data Engineer,99000,US,M,Medium_enterprise
SE,FT,Data Engineer,220000,US,M,Medium_enterprise
SE,FT,Data Engineer,162000,US,M,Medium_enterprise
MI,FT,Data Engineer,105120,LT,M,Medium_enterprise
MI,FT,Data Engineer,75360,LT,M,Medium_enterprise
MI,FT,Data Science Consultant,57000,GB,M,Medium_enterprise
MI,FT,Data Science Consultant,42000,GB,M,Medium_enterprise
SE,FT,Data Architect,149040,US,M,Medium_enterprise
SE,FT,Data Architect,113900,US,M,Medium_enterprise
MI,FT,Business Data Analyst,95000,US,M,Medium_enterprise
SE,FT,Data Analyst,115000,US,S,Small_enterprise
SE,FT,Data Analyst,171000,AU,L,Large_enterprise
EN,FT,Data Analytics Engineer,13000,AR,S,Small_enterprise
SE,FT,Data Engineer,100000,US,M,Medium_enterprise
SE,FT,Data Engineer,78000,US,M,Medium_enterprise
SE,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,95000,US,M,Medium_enterprise
SE,FT,Data Specialist,110000,US,M,Medium_enterprise
SE,FT,Data Specialist,70000,US,M,Medium_enterprise
EN,FL,Data Analytics Consultant,50000,US,S,Small_enterprise
SE,FT,Data Scientist,185900,US,M,Medium_enterprise
SE,FT,Data Scientist,129300,US,M,Medium_enterprise
MI,FT,Data Analyst,150000,US,M,Medium_enterprise
MI,FT,Data Analyst,100000,US,M,Medium_enterprise
SE,FT,Data Engineer,230000,US,M,Medium_enterprise
SE,FT,Data Engineer,154600,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,204500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,142200,US,M,Medium_enterprise
MI,FT,Data Engineer,160000,US,M,Medium_enterprise
MI,FT,Data Engineer,75000,US,M,Medium_enterprise
SE,FT,Data Scientist,45000,ES,M,Medium_enterprise
SE,FT,Data Scientist,36000,ES,M,Medium_enterprise
SE,FT,Data Engineer,213000,US,M,Medium_enterprise
SE,FT,Data Engineer,152000,US,M,Medium_enterprise
SE,FT,Data Scientist,140000,US,M,Medium_enterprise
SE,FT,Data Scientist,120000,US,M,Medium_enterprise
SE,FT,Data Scientist,110000,US,M,Medium_enterprise
SE,FT,Data Scientist,70000,US,M,Medium_enterprise
SE,FT,Machine Learning Software Engineer,227200,CA,M,Medium_enterprise
SE,FT,Machine Learning Software Engineer,168000,CA,M,Medium_enterprise
EN,FT,3D Computer Vision Researcher,20000,AS,M,Medium_enterprise
MI,FT,Data Scientist,61000,DE,M,Medium_enterprise
MI,FT,Data Scientist,58000,DE,M,Medium_enterprise
SE,FT,ML Engineer,243000,US,M,Medium_enterprise
SE,FT,ML Engineer,183000,US,M,Medium_enterprise
SE,FT,Data Engineer,175000,US,M,Medium_enterprise
SE,FT,Data Engineer,150000,US,M,Medium_enterprise
MI,FT,Data Scientist,130000,US,M,Medium_enterprise
MI,FT,Data Scientist,90000,US,M,Medium_enterprise
MI,FT,Data Analyst,165000,US,M,Medium_enterprise
MI,FT,Data Analyst,124000,US,M,Medium_enterprise
SE,FT,Data Engineer,178000,CA,M,Medium_enterprise
SE,FT,Data Engineer,132000,CA,M,Medium_enterprise
SE,FT,Data Engineer,300000,US,M,Medium_enterprise
SE,FT,Data Engineer,130000,US,M,Medium_enterprise
SE,FT,Data Analyst,169000,US,M,Medium_enterprise
SE,FT,Data Analyst,110600,US,M,Medium_enterprise
SE,FT,Data Analyst,116000,US,M,Medium_enterprise
SE,FT,Data Analyst,96000,US,M,Medium_enterprise
SE,FT,Data Analyst,75000,GB,M,Medium_enterprise
SE,FT,Data Analyst,57000,GB,M,Medium_enterprise
SE,FT,Data Analyst,105000,US,M,Medium_enterprise
SE,FT,Data Analyst,70000,US,M,Medium_enterprise
MI,FT,Machine Learning Researcher,137000,CA,L,Large_enterprise
SE,FT,Data Engineer,194000,US,M,Medium_enterprise
SE,FT,Data Engineer,129400,US,M,Medium_enterprise
SE,FT,Data Architect,190000,US,M,Medium_enterprise
SE,FT,Data Architect,135000,US,M,Medium_enterprise
SE,FT,Data Analyst,100000,US,M,Medium_enterprise
SE,FT,Data Analyst,70000,US,M,Medium_enterprise
EN,FT,Machine Learning Engineer,189750,US,M,Medium_enterprise
EN,FT,Machine Learning Engineer,140250,US,M,Medium_enterprise
SE,FT,Data Analyst,130000,US,M,Medium_enterprise
SE,FT,Data Analyst,100000,US,M,Medium_enterprise
MI,FT,Data Analyst,160000,US,M,Medium_enterprise
MI,FT,Data Analyst,109000,US,M,Medium_enterprise
SE,FT,Research Engineer,250000,US,M,Medium_enterprise
SE,FT,Research Engineer,150000,US,M,Medium_enterprise
MI,FT,Data Analyst,206000,US,M,Medium_enterprise
MI,FT,Data Analyst,160000,US,M,Medium_enterprise
SE,FT,Data Engineer,135000,US,M,Medium_enterprise
SE,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,110000,FR,M,Medium_enterprise
SE,FT,Machine Learning Engineer,70000,FR,M,Medium_enterprise
EN,FT,Data Engineer,160000,US,M,Medium_enterprise
EN,FT,Data Engineer,135000,US,M,Medium_enterprise
MI,FT,Data Analyst,150000,US,M,Medium_enterprise
MI,FT,Data Analyst,100000,US,M,Medium_enterprise
MI,FT,Data Engineer,120000,US,M,Medium_enterprise
MI,FT,Data Engineer,95000,US,M,Medium_enterprise
SE,FT,Data Engineer,65000,ES,M,Medium_enterprise
SE,FT,Data Engineer,40000,ES,M,Medium_enterprise
SE,FT,Data Engineer,191200,US,M,Medium_enterprise
SE,FT,Data Engineer,130000,US,M,Medium_enterprise
SE,FT,Data Engineer,191200,US,M,Medium_enterprise
SE,FT,Data Engineer,130000,US,M,Medium_enterprise
EN,FT,Machine Learning Research Engineer,63000,DE,L,Large_enterprise
EN,FT,3D Computer Vision Researcher,50000,CR,S,Small_enterprise
SE,FT,Data Engineer,230000,US,L,Large_enterprise
SE,FT,Data Engineer,154600,US,L,Large_enterprise
SE,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,95000,US,M,Medium_enterprise
SE,FT,Data Scientist,140000,US,M,Medium_enterprise
SE,FT,Data Scientist,120000,US,M,Medium_enterprise
SE,FT,Data Analyst,169000,US,M,Medium_enterprise
SE,FT,Data Analyst,110600,US,M,Medium_enterprise
MI,FT,Data Analyst,80000,US,L,Large_enterprise
SE,FT,Data Engineer,185900,US,M,Medium_enterprise
SE,FT,Data Engineer,129300,US,M,Medium_enterprise
SE,FT,Analytics Engineer,135000,US,M,Medium_enterprise
SE,FT,Analytics Engineer,110000,US,M,Medium_enterprise
MI,FT,Data Analytics Manager,155000,US,M,Medium_enterprise
MI,FT,Data Analytics Manager,140000,US,M,Medium_enterprise
SE,FT,Data Engineer,205000,US,M,Medium_enterprise
SE,FT,Data Engineer,150000,US,M,Medium_enterprise
SE,FT,Data Engineer,179500,US,M,Medium_enterprise
SE,FT,Data Engineer,134000,US,M,Medium_enterprise
MI,FT,Data Scientist,180000,US,M,Medium_enterprise
MI,FT,Data Scientist,120000,US,M,Medium_enterprise
SE,FT,Data Scientist,185900,US,M,Medium_enterprise
SE,FT,Data Scientist,129300,US,M,Medium_enterprise
SE,FT,Data Scientist,175000,US,M,Medium_enterprise
SE,FT,Data Scientist,145000,US,M,Medium_enterprise
SE,FT,Data Architect,235000,US,M,Medium_enterprise
SE,FT,Data Architect,175000,US,M,Medium_enterprise
EN,FT,Data Science Consultant,26000,ES,L,Large_enterprise
MI,FT,Data Engineer,160000,US,M,Medium_enterprise
MI,FT,Data Engineer,90000,US,M,Medium_enterprise
SE,FT,Data Engineer,65000,ES,M,Medium_enterprise
SE,FT,Data Engineer,35000,ES,M,Medium_enterprise
SE,FT,Data Engineer,145000,US,M,Medium_enterprise
SE,FT,Data Engineer,115000,US,M,Medium_enterprise
MI,FT,Data Specialist,165000,US,M,Medium_enterprise
MI,FT,Data Specialist,135000,US,M,Medium_enterprise
SE,FT,Data Engineer,168400,US,M,Medium_enterprise
SE,FT,Data Engineer,105200,US,M,Medium_enterprise
MI,FT,Deep Learning Engineer,70000,GB,M,Medium_enterprise
MI,FT,Deep Learning Engineer,40000,GB,M,Medium_enterprise
SE,FT,Data Engineer,200000,US,M,Medium_enterprise
SE,FT,Data Engineer,160000,US,M,Medium_enterprise
SE,FT,Data Scientist,45000,ES,M,Medium_enterprise
SE,FT,Data Scientist,36000,ES,M,Medium_enterprise
SE,FT,Data Scientist,198800,US,M,Medium_enterprise
SE,FT,Data Scientist,122600,US,M,Medium_enterprise
EN,FL,Machine Learning Engineer,100000,IR,M,Medium_enterprise
MI,FT,BI Data Analyst,100000,FR,M,Medium_enterprise
SE,FT,Data Analyst,130000,US,M,Medium_enterprise
SE,FT,Data Analyst,100000,US,M,Medium_enterprise
MI,FT,Analytics Engineer,85000,GB,M,Medium_enterprise
MI,FT,Analytics Engineer,60000,GB,M,Medium_enterprise
SE,FT,Data Engineer,125000,US,M,Medium_enterprise
SE,FT,Data Engineer,110000,US,M,Medium_enterprise
MI,FT,Data Analyst,165000,US,M,Medium_enterprise
MI,FT,Data Analyst,124000,US,M,Medium_enterprise
SE,FT,Data Scientist,148000,US,M,Medium_enterprise
SE,FT,Data Scientist,107000,US,M,Medium_enterprise
MI,FT,Data Analyst,150000,US,M,Medium_enterprise
MI,FT,Data Analyst,100000,US,M,Medium_enterprise
EN,FT,Data Engineer,160000,US,M,Medium_enterprise
EN,FT,Data Engineer,135000,US,M,Medium_enterprise
MI,FT,Data Engineer,120000,US,M,Medium_enterprise
MI,FT,Data Engineer,95000,US,M,Medium_enterprise
SE,FT,Data Engineer,153600,US,M,Medium_enterprise
SE,FT,Data Engineer,106800,US,M,Medium_enterprise
MI,FT,Data Analyst,100000,CA,M,Medium_enterprise
MI,FT,Data Analyst,65000,CA,M,Medium_enterprise
MI,FT,Data Engineer,120000,US,M,Medium_enterprise
MI,FT,Data Engineer,95000,US,M,Medium_enterprise
SE,FT,Data Engineer,60000,PT,M,Medium_enterprise
SE,FT,Data Engineer,35000,PT,M,Medium_enterprise
EX,FT,Data Engineer,310000,US,M,Medium_enterprise
EX,FT,Data Engineer,239000,US,M,Medium_enterprise
SE,FT,Data Science Manager,299500,US,M,Medium_enterprise
SE,FT,Data Science Manager,245100,US,M,Medium_enterprise
SE,FT,Data Scientist,168000,US,M,Medium_enterprise
SE,FT,Data Scientist,130000,US,M,Medium_enterprise
SE,FT,Data Scientist,136000,US,M,Medium_enterprise
SE,FT,Data Scientist,104000,US,M,Medium_enterprise
MI,FT,Data Engineer,161000,US,M,Medium_enterprise
MI,FT,Data Engineer,118000,US,M,Medium_enterprise
SE,FT,Applied Scientist,205000,US,M,Medium_enterprise
SE,FT,Applied Scientist,184000,US,M,Medium_enterprise
SE,FT,Data Scientist,185900,US,M,Medium_enterprise
SE,FT,Data Scientist,129300,US,M,Medium_enterprise
SE,FT,Data Science Manager,247500,US,M,Medium_enterprise
SE,FT,Data Science Manager,172200,US,M,Medium_enterprise
SE,FT,Data Management Specialist,65000,IT,L,Large_enterprise
SE,FT,Data Analyst,177000,US,M,Medium_enterprise
SE,FT,Data Analyst,131000,US,M,Medium_enterprise
SE,FT,Applied Scientist,205000,US,M,Medium_enterprise
SE,FT,Applied Scientist,184000,US,M,Medium_enterprise
SE,FT,Data Engineer,146000,US,M,Medium_enterprise
SE,FT,Data Engineer,102000,US,M,Medium_enterprise
SE,FT,Data Analyst,169000,US,M,Medium_enterprise
SE,FT,Data Analyst,110600,US,M,Medium_enterprise
SE,FT,Applied Scientist,230000,US,M,Medium_enterprise
SE,FT,Applied Scientist,196000,US,M,Medium_enterprise
SE,FT,Data Engineer,135000,US,M,Medium_enterprise
SE,FT,Data Engineer,100000,US,M,Medium_enterprise
MI,FT,Data Engineer,80000,US,M,Medium_enterprise
MI,FT,Data Engineer,65000,US,M,Medium_enterprise
SE,FT,Data Engineer,135000,US,M,Medium_enterprise
SE,FT,Data Engineer,100000,US,M,Medium_enterprise
SE,FT,Data Engineer,50000,GB,M,Medium_enterprise
SE,FT,Data Engineer,35000,GB,M,Medium_enterprise
MI,FT,Data Engineer,175000,US,M,Medium_enterprise
MI,FT,Data Engineer,135000,US,M,Medium_enterprise
EN,FT,Data Scientist,80000,US,M,Medium_enterprise
SE,FT,Data Engineer,231250,US,M,Medium_enterprise
SE,FT,Data Engineer,138750,US,M,Medium_enterprise
SE,FT,Analytics Engineer,193750,US,M,Medium_enterprise
SE,FT,Analytics Engineer,116250,US,M,Medium_enterprise
SE,FT,Data Engineer,231250,US,M,Medium_enterprise
SE,FT,Data Engineer,138750,US,M,Medium_enterprise
SE,FT,Analytics Engineer,231250,US,M,Medium_enterprise
SE,FT,Analytics Engineer,138750,US,M,Medium_enterprise
SE,FT,Analytics Engineer,231250,US,M,Medium_enterprise
SE,FT,Analytics Engineer,138750,US,M,Medium_enterprise
SE,FT,Data Engineer,193750,US,M,Medium_enterprise
SE,FT,Data Engineer,116250,US,M,Medium_enterprise
SE,FT,Data Scientist,208000,US,M,Medium_enterprise
SE,FT,Data Scientist,127000,US,M,Medium_enterprise
SE,FT,Research Scientist,300000,US,M,Medium_enterprise
SE,FT,Research Scientist,196000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,204500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,142200,US,M,Medium_enterprise
MI,FL,Autonomous Vehicle Technician,45555,BS,M,Medium_enterprise
SE,FT,Data Engineer,185900,US,M,Medium_enterprise
SE,FT,Data Engineer,129300,US,M,Medium_enterprise
SE,FT,Data Scientist,45000,ES,M,Medium_enterprise
SE,FT,Data Scientist,36000,ES,M,Medium_enterprise
SE,FT,Machine Learning Engineer,204500,US,M,Medium_enterprise
